Kód ADM,Kód obce,Název obce,Název MOMC,Název MOP,Kód èásti obce,Název èásti obce,Název ulice,Typ SO,Èíslo domovní,Èíslo orientaèní,Znak èísla orientaèního,PSÈ,Souøadnice Y,Souøadnice X,Platí Od,Jednoøádková adresa,Èíslo volebního okrsku,,
21792682,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Na vlastním,è.p.,2313,11,,13000,738172,85,1042836,63,10.07.2017,Na vlastním 2313/11~Žižkov~13000 Praha 3,3043
21792691,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Na Balkánì,è.p.,2314,60,,13000,738137,85,1042824,10.07.2017,Na Balkánì 2314/60~Žižkov~13000 Praha 3,3043,
21792704,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Na vlastním,è.p.,2314,13,,13000,738137,48,1042830,86,10.07.2017,Na vlastním 2314/13~Žižkov~13000 Praha 3,3043
21792712,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Na vlastním,è.p.,2315,9,,13000,738193,7,1042865,15,10.07.2017,Na vlastním 2315/9~Žižkov~13000 Praha 3,3043
21792721,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Na vlastním,è.p.,2316,7,,13000,738197,76,1042868,3,10.07.2017,Na vlastním 2316/7~Žižkov~13000 Praha 3,3043
21792739,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Na vlastním,è.p.,2317,5,,13000,738226,63,1042884,64,10.07.2017,Na vlastním 2317/5~Žižkov~13000 Praha 3,3043
21792747,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Na vlastním,è.p.,2318,3,,13000,738232,4,1042887,52,10.07.2017,Na vlastním 2318/3~Žižkov~13000 Praha 3,3043
21792755,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Na vlastním,è.p.,2319,1,,13000,738265,61,1042892,58,10.07.2017,Na vlastním 2319/1~Žižkov~13000 Praha 3,3043
21792763,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Šikmá,è.p.,2319,18,,13000,738271,2,1042892,94,10.07.2017,Šikmá 2319/18~Žižkov~13000 Praha 3,3043
21792771,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Šikmá,è.p.,2320,20,,13000,738276,8,1042885,36,10.07.2017,Šikmá 2320/20~Žižkov~13000 Praha 3,3043
21792780,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Šikmá,è.p.,2321,22,,13000,738281,49,1042877,42,10.07.2017,Šikmá 2321/22~Žižkov~13000 Praha 3,3043
21792798,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Šikmá,è.p.,2322,24,,13000,738287,27,1042869,84,10.07.2017,Šikmá 2322/24~Žižkov~13000 Praha 3,3043
21792801,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Na vlastním,è.p.,2323,2,,13000,738247,38,1042915,31,10.07.2017,Na vlastním 2323/2~Žižkov~13000 Praha 3,3043
21792810,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Šikmá,è.p.,2323,16,,13000,738250,45,1042921,45,10.07.2017,Šikmá 2323/16~Žižkov~13000 Praha 3,3043
21792828,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Na vlastním,è.p.,2324,4,,13000,738225,37,1042904,85,10.07.2017,Na vlastním 2324/4~Žižkov~13000 Praha 3,3043
21792836,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Na vlastním,è.p.,2325,6,,13000,738219,59,1042901,96,10.07.2017,Na vlastním 2325/6~Žižkov~13000 Praha 3,3043
21792844,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Na vlastním,è.p.,2326,8,,13000,738197,58,1042894,74,10.07.2017,Na vlastním 2326/8~Žižkov~13000 Praha 3,3043
21792852,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Na vlastním,è.p.,2327,10,,13000,738190,1042891,13,10.07.2017,Na vlastním 2327/10~Žižkov~13000 Praha 3,3043,
21792861,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Na vlastním,è.p.,2328,12,,13000,738171,59,1042877,78,10.07.2017,Na vlastním 2328/12~Žižkov~13000 Praha 3,3043
21792879,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Na vlastním,è.p.,2329,14,,13000,738166,54,1042874,89,10.07.2017,Na vlastním 2329/14~Žižkov~13000 Praha 3,3043
21792887,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Na vlastním,è.p.,2330,16,,13000,738147,5,1042862,62,10.07.2017,Na vlastním 2330/16~Žižkov~13000 Praha 3,3043
21792895,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Na vlastním,è.p.,2331,18,,13000,738115,75,1042839,29,10.07.2017,Na vlastním 2331/18~Žižkov~13000 Praha 3,3043
21792909,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Pod vrcholem,è.p.,2331,9,,13000,738105,6,1042839,56,10.07.2017,Pod vrcholem 2331/9~Žižkov~13000 Praha 3,3043
22771484,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Na Balkánì,è.p.,2331,62,,13000,738109,42,1042835,28,10.07.2017,Na Balkánì 2331/62~Žižkov~13000 Praha 3,3043
21792917,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Pod vrcholem,è.p.,2332,7,,13000,738110,85,1042866,72,10.07.2017,Pod vrcholem 2332/7~Žižkov~13000 Praha 3,3043
21792925,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Pod vrcholem,è.p.,2333,5,,13000,738111,53,1042876,8,10.07.2017,Pod vrcholem 2333/5~Žižkov~13000 Praha 3,3043
21792933,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Pod vrcholem,è.p.,2334,3,,13000,738112,22,1042886,57,10.07.2017,Pod vrcholem 2334/3~Žižkov~13000 Praha 3,3043
21792941,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Pod vrcholem,è.p.,2335,1,,13000,738116,55,1042917,84,10.07.2017,Pod vrcholem 2335/1~Žižkov~13000 Praha 3,3043
21792950,554782,Praha,Praha 3,Praha 3,490261,Žižkov,V domovì,è.p.,2335,59,,13000,738119,52,1042920,8,10.07.2017,V domovì 2335/59~Žižkov~13000 Praha 3,3043
21792968,554782,Praha,Praha 3,Praha 3,490261,Žižkov,V domovì,è.p.,2336,57,,13000,738146,51,1042927,95,10.07.2017,V domovì 2336/57~Žižkov~13000 Praha 3,3043
21792976,554782,Praha,Praha 3,Praha 3,490261,Žižkov,V domovì,è.p.,2337,55,,13000,738154,81,1042930,47,10.07.2017,V domovì 2337/55~Žižkov~13000 Praha 3,3043
21792984,554782,Praha,Praha 3,Praha 3,490261,Žižkov,V domovì,è.p.,2338,53,,13000,738176,1,1042933,10.07.2017,V domovì 2338/53~Žižkov~13000 Praha 3,3043,
21792992,554782,Praha,Praha 3,Praha 3,490261,Žižkov,V domovì,è.p.,2339,51,,13000,738197,4,1042941,66,10.07.2017,V domovì 2339/51~Žižkov~13000 Praha 3,3043
21793000,554782,Praha,Praha 3,Praha 3,490261,Žižkov,V domovì,è.p.,2340,49,,13000,738204,61,1042943,83,10.07.2017,V domovì 2340/49~Žižkov~13000 Praha 3,3043
21793018,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Šikmá,è.p.,2341,14,,13000,738227,35,1042948,16,10.07.2017,Šikmá 2341/14~Žižkov~13000 Praha 3,3043
21793026,554782,Praha,Praha 3,Praha 3,490261,Žižkov,V domovì,è.p.,2341,47,,13000,738222,3,1042950,68,10.07.2017,V domovì 2341/47~Žižkov~13000 Praha 3,3043
21793034,554782,Praha,Praha 3,Praha 3,490261,Žižkov,K vrcholu,è.p.,2342,2,,13000,738078,78,1042840,7,10.07.2017,K vrcholu 2342/2~Žižkov~13000 Praha 3,3043
21793042,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Pod vrcholem,è.p.,2342,10,,13000,738086,2,1042840,25,10.07.2017,Pod vrcholem 2342/10~Žižkov~13000 Praha 3,3043
22771492,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Na Balkánì,è.p.,2342,64,,13000,738082,26,1042837,26,10.07.2017,Na Balkánì 2342/64~Žižkov~13000 Praha 3,3043
21793051,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Pod vrcholem,è.p.,2343,8,,13000,738085,29,1042869,10.07.2017,Pod vrcholem 2343/8~Žižkov~13000 Praha 3,3043,
21793069,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Pod vrcholem,è.p.,2344,6,,13000,738085,74,1042878,36,10.07.2017,Pod vrcholem 2344/6~Žižkov~13000 Praha 3,3043
21793077,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Pod vrcholem,è.p.,2345,4,,13000,738086,43,1042886,34,10.07.2017,Pod vrcholem 2345/4~Žižkov~13000 Praha 3,3043
21793085,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Pod vrcholem,è.p.,2346,2,,13000,738085,74,1042916,47,10.07.2017,Pod vrcholem 2346/2~Žižkov~13000 Praha 3,3043
21793093,554782,Praha,Praha 3,Praha 3,490261,Žižkov,V domovì,è.p.,2346,61,,13000,738084,49,1042922,63,10.07.2017,V domovì 2346/61~Žižkov~13000 Praha 3,3043
21793107,554782,Praha,Praha 3,Praha 3,490261,Žižkov,K vrcholu,è.p.,2347,6,,13000,738039,76,1042870,83,10.07.2017,K vrcholu 2347/6~Žižkov~13000 Praha 3,3043
21793115,554782,Praha,Praha 3,Praha 3,490261,Žižkov,K vrcholu,è.p.,2348,4,,13000,738044,55,1042866,95,10.07.2017,K vrcholu 2348/4~Žižkov~13000 Praha 3,3043
21793123,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Hranièní,è.p.,2349,4,,13000,738357,63,1043002,64,10.07.2017,Hranièní 2349/4~Žižkov~13000 Praha 3,3043
21793131,554782,Praha,Praha 3,Praha 3,490261,Žižkov,V domovì,è.p.,2349,24,,13000,738354,22,1042997,6,10.07.2017,V domovì 2349/24~Žižkov~13000 Praha 3,3043
21793140,554782,Praha,Praha 3,Praha 3,490261,Žižkov,V domovì,è.p.,2350,26,,13000,738311,63,1042993,63,10.07.2017,V domovì 2350/26~Žižkov~13000 Praha 3,3043
21793158,554782,Praha,Praha 3,Praha 3,490261,Žižkov,V domovì,è.p.,2351,28,,13000,738302,24,1042993,27,10.07.2017,V domovì 2351/28~Žižkov~13000 Praha 3,3043
21793166,554782,Praha,Praha 3,Praha 3,490261,Žižkov,V domovì,è.p.,2352,30,,13000,738292,86,1042992,55,10.07.2017,V domovì 2352/30~Žižkov~13000 Praha 3,3043
21793174,554782,Praha,Praha 3,Praha 3,490261,Žižkov,V domovì,è.p.,2353,32,,13000,738265,97,1042989,66,10.07.2017,V domovì 2353/32~Žižkov~13000 Praha 3,3043
21793182,554782,Praha,Praha 3,Praha 3,490261,Žižkov,V domovì,è.p.,2354,34,,13000,738255,5,1042987,14,10.07.2017,V domovì 2354/34~Žižkov~13000 Praha 3,3043
21793191,554782,Praha,Praha 3,Praha 3,490261,Žižkov,V domovì,è.p.,2355,36,,13000,738246,84,1042984,97,10.07.2017,V domovì 2355/36~Žižkov~13000 Praha 3,3043
21793204,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Šikmá,è.p.,2356,9,,13000,738231,65,1042986,83,10.07.2017,Šikmá 2356/9~Žižkov~13000 Praha 3,3043
21793212,554782,Praha,Praha 3,Praha 3,490261,Žižkov,V domovì,è.p.,2356,38,,13000,738236,74,1042983,17,10.07.2017,V domovì 2356/38~Žižkov~13000 Praha 3,3043
21793221,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Šikmá,è.p.,2357,7,,13000,738211,81,1042996,59,10.07.2017,Šikmá 2357/7~Žižkov~13000 Praha 3,3043
21793239,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Šikmá,è.p.,2358,5,,13000,738194,84,1043009,85,10.07.2017,Šikmá 2358/5~Žižkov~13000 Praha 3,3043
21793247,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Šikmá,è.p.,2359,3,,13000,738190,4,1043014,66,10.07.2017,Šikmá 2359/3~Žižkov~13000 Praha 3,3043
21793255,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Konìvova,è.p.,2360,203,,13000,738161,96,1043060,91,10.07.2017,Konìvova 2360/203~Žižkov~13000 Praha 3,3043
21793263,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Šikmá,è.p.,2360,1,,13000,738157,6,1043047,69,10.07.2017,Šikmá 2360/1~Žižkov~13000 Praha 3,3043
21793271,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Konìvova,è.p.,2361,201,,13000,738183,58,1043058,2,10.07.2017,Konìvova 2361/201~Žižkov~13000 Praha 3,3043
21793280,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Konìvova,è.p.,2362,199,,13000,738201,9,1043056,1,10.07.2017,Konìvova 2362/199~Žižkov~13000 Praha 3,3043
21793298,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Konìvova,è.p.,2363,197,,13000,738230,88,1043053,1,10.07.2017,Konìvova 2363/197~Žižkov~13000 Praha 3,3043
21793301,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Konìvova,è.p.,2364,195,,13000,738248,3,1043051,9,10.07.2017,Konìvova 2364/195~Žižkov~13000 Praha 3,3043
21793310,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Konìvova,è.p.,2365,193,,13000,738269,33,1043049,79,10.07.2017,Konìvova 2365/193~Žižkov~13000 Praha 3,3043
21793328,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Konìvova,è.p.,2366,191,,13000,738285,85,1043049,19,10.07.2017,Konìvova 2366/191~Žižkov~13000 Praha 3,3043
21793336,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Konìvova,è.p.,2367,189,,13000,738315,28,1043047,99,10.07.2017,Konìvova 2367/189~Žižkov~13000 Praha 3,3043
21793344,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Konìvova,è.p.,2368,187,,13000,738333,9,1043047,9,10.07.2017,Konìvova 2368/187~Žižkov~13000 Praha 3,3043
21793352,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Hranièní,è.p.,2369,2,,13000,738360,63,1043037,48,10.07.2017,Hranièní 2369/2~Žižkov~13000 Praha 3,3043
21793361,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Konìvova,è.p.,2369,185,,13000,738352,82,1043046,49,10.07.2017,Konìvova 2369/185~Žižkov~13000 Praha 3,3043
21793379,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Šikmá,è.p.,2370,4,,13000,738141,98,1043039,88,10.07.2017,Šikmá 2370/4~Žižkov~13000 Praha 3,3043
21793387,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Šikmá,è.p.,2371,6,,13000,738160,9,1043020,96,10.07.2017,Šikmá 2371/6~Žižkov~13000 Praha 3,3043
21793395,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Šikmá,è.p.,2372,8,,13000,738167,51,1043014,66,10.07.2017,Šikmá 2372/8~Žižkov~13000 Praha 3,3043
21793409,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Šikmá,è.p.,2373,10,,13000,738181,21,1043000,62,10.07.2017,Šikmá 2373/10~Žižkov~13000 Praha 3,3043
21793417,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Šikmá,è.p.,2374,12,,13000,738199,7,1042979,1,10.07.2017,Šikmá 2374/12~Žižkov~13000 Praha 3,3043
21793425,554782,Praha,Praha 3,Praha 3,490261,Žižkov,V domovì,è.p.,2374,40,,13000,738197,76,1042972,7,10.07.2017,V domovì 2374/40~Žižkov~13000 Praha 3,3043
21793433,554782,Praha,Praha 3,Praha 3,490261,Žižkov,V domovì,è.p.,2375,42,,13000,738188,1,1042969,45,10.07.2017,V domovì 2375/42~Žižkov~13000 Praha 3,3043
21793441,554782,Praha,Praha 3,Praha 3,490261,Žižkov,V domovì,è.p.,2376,44,,13000,738167,8,1042965,84,10.07.2017,V domovì 2376/44~Žižkov~13000 Praha 3,3043
21793450,554782,Praha,Praha 3,Praha 3,490261,Žižkov,V domovì,è.p.,2377,46,,13000,738159,86,1042964,4,10.07.2017,V domovì 2377/46~Žižkov~13000 Praha 3,3043
21793468,554782,Praha,Praha 3,Praha 3,490261,Žižkov,V domovì,è.p.,2378,48,,13000,738137,85,1042956,46,10.07.2017,V domovì 2378/48~Žižkov~13000 Praha 3,3043
21793476,554782,Praha,Praha 3,Praha 3,490261,Žižkov,V domovì,è.p.,2379,50,,13000,738131,35,1042955,2,10.07.2017,V domovì 2379/50~Žižkov~13000 Praha 3,3043
21793484,554782,Praha,Praha 3,Praha 3,490261,Žižkov,V domovì,è.p.,2380,52,,13000,738103,9,1042945,68,10.07.2017,V domovì 2380/52~Žižkov~13000 Praha 3,3043
21793492,554782,Praha,Praha 3,Praha 3,490261,Žižkov,V domovì,è.p.,2381,54,,13000,738078,9,1042955,4,10.07.2017,V domovì 2381/54~Žižkov~13000 Praha 3,3043
21793506,554782,Praha,Praha 3,Praha 3,490261,Žižkov,V domovì,è.p.,2382,56,,13000,738073,42,1042957,9,10.07.2017,V domovì 2382/56~Žižkov~13000 Praha 3,3043
21793514,554782,Praha,Praha 3,Praha 3,490261,Žižkov,K vrcholu,è.p.,2383,1,,13000,738051,86,1042834,77,10.07.2017,K vrcholu 2383/1~Žižkov~13000 Praha 3,3043
21793522,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Na Balkánì,è.p.,2383,66,,13000,738050,16,1042828,62,10.07.2017,Na Balkánì 2383/66~Žižkov~13000 Praha 3,3043
21793638,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Konìvova,è.p.,2393,190,,13000,738429,71,1043089,44,10.07.2017,Konìvova 2393/190~Žižkov~13000 Praha 3,3043
21793646,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Konìvova,è.p.,2394,192,,13000,738412,89,1043089,44,10.07.2017,Konìvova 2394/192~Žižkov~13000 Praha 3,3043
21793654,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Konìvova,è.p.,2395,194,,13000,738392,47,1043089,14,10.07.2017,Konìvova 2395/194~Žižkov~13000 Praha 3,3043
21794073,554782,Praha,Praha 3,Praha 3,490261,Žižkov,V domovì,è.p.,2426,58,,13000,738051,28,1042964,85,10.07.2017,V domovì 2426/58~Žižkov~13000 Praha 3,3043
21795258,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Na Balkánì,è.p.,2529,76,,13000,737866,46,1042855,78,10.07.2017,Na Balkánì 2529/76~Žižkov~13000 Praha 3,3043
21795266,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Na Balkánì,è.p.,2530,78,,13000,737848,93,1042857,1,10.07.2017,Na Balkánì 2530/78~Žižkov~13000 Praha 3,3043
21795860,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Na Balkánì,è.p.,2590,74,,13000,737919,67,1042865,16,10.07.2017,Na Balkánì 2590/74~Žižkov~13000 Praha 3,3043
21796866,554782,Praha,Praha 3,Praha 3,490261,Žižkov,V domovì,è.p.,2680,60,,13000,738032,34,1042971,24,10.07.2017,V domovì 2680/60~Žižkov~13000 Praha 3,3043
28269390,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Na Balkánì,è.p.,2866,17,a,13000,738407,52,1042829,8,10.07.2017,Na Balkánì 2866/17a~Žižkov~13000 Praha 3,3043
22773584,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Biskupcova,è.ev.,110,84,,13000,738207,61,1043181,85,10.07.2017,Biskupcova è.ev. 110/84~Žižkov~13000 Praha 3,3044
21775443,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Jeseniova,è.p.,833,153,,13000,738453,73,1043230,9,10.07.2017,Jeseniova 833/153~Žižkov~13000 Praha 3,3044
21775451,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Strážní,è.p.,833,2,,13000,738461,95,1043224,51,10.07.2017,Strážní 833/2~Žižkov~13000 Praha 3,3044
21775648,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Jeseniova,è.p.,858,155,,13000,738436,1,1043228,5,10.07.2017,Jeseniova 858/155~Žižkov~13000 Praha 3,3044
21775737,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Jeseniova,è.p.,867,157,,13000,738418,6,1043226,39,10.07.2017,Jeseniova 867/157~Žižkov~13000 Praha 3,3044
21775761,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Jeseniova,è.p.,870,159,,13000,738402,38,1043223,99,22.06.2017,Jeseniova 870/159~Žižkov~13000 Praha 3,3044
21786305,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Biskupcova,è.p.,1760,74,,13000,738460,4,1043171,13,10.07.2017,Biskupcova 1760/74~Žižkov~13000 Praha 3,3044
21786313,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Strážní,è.p.,1760,4,,13000,738466,14,1043177,44,10.07.2017,Strážní 1760/4~Žižkov~13000 Praha 3,3044
21786321,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Biskupcova,è.p.,1761,76,,13000,738439,62,1043170,23,10.07.2017,Biskupcova 1761/76~Žižkov~13000 Praha 3,3044
21786330,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Biskupcova,è.p.,1762,78,,13000,738421,3,1043168,43,10.07.2017,Biskupcova 1762/78~Žižkov~13000 Praha 3,3044
21786348,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Biskupcova,è.p.,1763,80,,13000,738404,48,1043167,53,10.07.2017,Biskupcova 1763/80~Žižkov~13000 Praha 3,3044
21787352,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Biskupcova,è.p.,1844,77,,13000,738551,79,1043150,11,22.06.2017,Biskupcova 1844/77~Žižkov~13000 Praha 3,3044
21787361,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Biskupcova,è.p.,1845,79,,13000,738535,88,1043148,61,10.07.2017,Biskupcova 1845/79~Žižkov~13000 Praha 3,3044
21787611,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Biskupcova,è.p.,1863,75,,13000,738570,12,1043151,61,10.07.2017,Biskupcova 1863/75~Žižkov~13000 Praha 3,3044
22771476,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Na hlídce,è.p.,1863,6,,13000,738578,31,1043144,7,10.07.2017,Na hlídce 1863/6~Žižkov~13000 Praha 3,3044
21787620,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Biskupcova,è.p.,1864,81,,13000,738523,26,1043148,1,10.07.2017,Biskupcova 1864/81~Žižkov~13000 Praha 3,3044
21787638,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Biskupcova,è.p.,1865,83,,13000,738510,5,1043147,1,10.07.2017,Biskupcova 1865/83~Žižkov~13000 Praha 3,3044
21787646,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Biskupcova,è.p.,1866,85,,13000,738493,23,1043145,9,10.07.2017,Biskupcova 1866/85~Žižkov~13000 Praha 3,3044
21787654,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Strážní,è.p.,1866,5,,13000,738487,27,1043137,48,10.07.2017,Strážní 1866/5~Žižkov~13000 Praha 3,3044
21787662,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Biskupcova,è.p.,1867,91,,13000,738422,2,1043145,3,10.07.2017,Biskupcova 1867/91~Žižkov~13000 Praha 3,3044
21787671,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Biskupcova,è.p.,1868,93,,13000,738408,98,1043144,4,10.07.2017,Biskupcova 1868/93~Žižkov~13000 Praha 3,3044
21788669,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Konìvova,è.p.,1946,186,,13000,738459,44,1043090,4,10.07.2017,Konìvova 1946/186~Žižkov~13000 Praha 3,3044
21788677,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Strážní,è.p.,1946,10,,13000,738467,18,1043096,26,10.07.2017,Strážní 1946/10~Žižkov~13000 Praha 3,3044
21788715,554782,Praha,Praha 3,Praha 3,490261,Žižkov,V zahrádkách,è.p.,1952,50,,13000,738102,23,1043144,85,22.06.2017,V zahrádkách 1952/50~Žižkov~13000 Praha 3,3044
21788723,554782,Praha,Praha 3,Praha 3,490261,Žižkov,V zahrádkách,è.p.,1953,67,,13000,738148,27,1043196,85,06.06.2017,V zahrádkách 1953/67~Žižkov~13000 Praha 3,3044
21788731,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Jeseniova,è.p.,1954,210,,13000,738364,8,1043177,14,22.06.2017,Jeseniova 1954/210~Žižkov~13000 Praha 3,3044
21788758,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Konìvova,è.p.,1956,214,,13000,737923,7,1043139,15,10.07.2017,Konìvova 1956/214~Žižkov~13000 Praha 3,3044
21788766,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Na chmelnici,è.p.,1957,9,,13000,737930,45,1043182,58,10.07.2017,Na chmelnici 1957/9~Žižkov~13000 Praha 3,3044
21788774,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Konìvova,è.p.,1958,212,,13000,737993,82,1043133,98,10.07.2017,Konìvova 1958/212~Žižkov~13000 Praha 3,3044
22771506,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Na chmelnici,è.p.,1958,7,,13000,738006,49,1043170,62,10.07.2017,Na chmelnici 1958/7~Žižkov~13000 Praha 3,3044
21788839,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Konìvova,è.p.,1964,210,,13000,738048,15,1043124,92,10.07.2017,Konìvova 1964/210~Žižkov~13000 Praha 3,3044
21788847,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Na chmelnici,è.p.,1964,5,,13000,738052,76,1043164,64,10.07.2017,Na chmelnici 1964/5~Žižkov~13000 Praha 3,3044
21788855,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Konìvova,è.p.,1965,208,,13000,738079,72,1043119,75,10.07.2017,Konìvova 1965/208~Žižkov~13000 Praha 3,3044
21788863,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Na chmelnici,è.p.,1965,3,,13000,738069,92,1043133,97,10.07.2017,Na chmelnici 1965/3~Žižkov~13000 Praha 3,3044
21788871,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Na chmelnici,è.p.,1966,8,,13000,738044,96,1043189,6,10.07.2017,Na chmelnici 1966/8~Žižkov~13000 Praha 3,3044
21788880,554782,Praha,Praha 3,Praha 3,490261,Žižkov,V zahrádkách,è.p.,1966,48,,13000,738092,14,1043197,63,10.07.2017,V zahrádkách 1966/48~Žižkov~13000 Praha 3,3044
21788898,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Na chmelnici,è.p.,1967,10,,13000,737947,89,1043197,1,10.07.2017,Na chmelnici 1967/10~Žižkov~13000 Praha 3,3044
21788901,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Na chmelnici,è.p.,1968,12,,13000,737937,69,1043199,28,10.07.2017,Na chmelnici 1968/12~Žižkov~13000 Praha 3,3044
21788910,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Na chmelnici,è.p.,1969,14,,13000,737927,88,1043201,92,10.07.2017,Na chmelnici 1969/14~Žižkov~13000 Praha 3,3044
21788961,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Na Jarovì,è.p.,1973,47,,13000,737942,73,1043253,45,10.07.2017,Na Jarovì 1973/47~Žižkov~13000 Praha 3,3044
21788979,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Pod lipami,è.p.,1973,15,,13000,737948,67,1043258,36,10.07.2017,Pod lipami 1973/15~Žižkov~13000 Praha 3,3044
21788987,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Pod lipami,è.p.,1974,13,,13000,737958,2,1043256,87,10.07.2017,Pod lipami 1974/13~Žižkov~13000 Praha 3,3044
