Kód ADM,Kód obce,Název obce,Název MOMC,Název MOP,Kód èásti obce,Název èásti obce,Název ulice,Typ SO,Èíslo domovní,Èíslo orientaèní,Znak èísla orientaèního,PSÈ,Souøadnice Y,Souøadnice X,Platí Od,Jednoøádková adresa,Èíslo volebního okrsku,,
21773777,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Seifertova,è.p.,682,81,,13000,740695,97,1043654,96,10.07.2017,Seifertova 682/81~Žižkov~13000 Praha 3,3005
21773785,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Seifertova,è.p.,683,83,,13000,740685,91,1043658,41,10.07.2017,Seifertova 683/83~Žižkov~13000 Praha 3,3005
21773840,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Víta Nejedlého,è.p.,690,25,,13000,740906,7,1043627,6,10.07.2017,Víta Nejedlého 690/25~Žižkov~13000 Praha 3,3005
21773858,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Víta Nejedlého,è.p.,691,22,,13000,740883,7,1043685,9,10.07.2017,Víta Nejedlého 691/22~Žižkov~13000 Praha 3,3005
21773866,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Vlkova,è.p.,691,44,,13000,740878,1,1043675,7,10.07.2017,Vlkova 691/44~Žižkov~13000 Praha 3,3005
21774200,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Seifertova,è.p.,720,75,,13000,740828,29,1043610,13,10.07.2017,Seifertova 720/75~Žižkov~13000 Praha 3,3005
21774633,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Vlkova,è.p.,763,30,,13000,741008,3,1043702,8,10.07.2017,Vlkova 763/30~Žižkov~13000 Praha 3,3005
21774919,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Seifertova,è.p.,787,20,,13000,740954,44,1043589,16,10.07.2017,Seifertova 787/20~Žižkov~13000 Praha 3,3005
21774927,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Pøibyslavská,è.p.,788,10,,13000,740978,72,1043609,56,10.07.2017,Pøibyslavská 788/10~Žižkov~13000 Praha 3,3005
21775052,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Krásova,è.p.,800,18,,13000,741038,78,1043666,45,10.07.2017,Krásova 800/18~Žižkov~13000 Praha 3,3005
21775061,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Pøibyslavská,è.p.,800,1,,13000,740993,95,1043662,43,10.07.2017,Pøibyslavská 800/1~Žižkov~13000 Praha 3,3005
21775079,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Vlkova,è.p.,800,31,,13000,741015,22,1043685,13,10.07.2017,Vlkova 800/31~Žižkov~13000 Praha 3,3005
21775109,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Krásova,è.p.,802,25,,13000,741057,46,1043673,35,10.07.2017,Krásova 802/25~Žižkov~13000 Praha 3,3005
21775117,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Krásova,è.p.,803,27,,13000,741057,46,1043663,10.07.2017,Krásova 803/27~Žižkov~13000 Praha 3,3005,
21775125,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Krásova,è.p.,804,29,,13000,741058,32,1043652,9,10.07.2017,Krásova 804/29~Žižkov~13000 Praha 3,3005
21775150,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Vlkova,è.p.,807,40,,13000,740936,91,1043687,43,10.07.2017,Vlkova 807/40~Žižkov~13000 Praha 3,3005
21775184,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Vlkova,è.p.,810,43,,13000,740858,47,1043651,8,10.07.2017,Vlkova 810/43~Žižkov~13000 Praha 3,3005
21775192,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Pøibyslavská,è.p.,811,2,,13000,740976,14,1043668,18,10.07.2017,Pøibyslavská 811/2~Žižkov~13000 Praha 3,3005
21775206,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Vlkova,è.p.,811,33,,13000,740961,5,1043673,64,10.07.2017,Vlkova 811/33~Žižkov~13000 Praha 3,3005
21775222,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Pøibyslavská,è.p.,813,4,,13000,740976,71,1043651,51,10.07.2017,Pøibyslavská 813/4~Žižkov~13000 Praha 3,3005
21775311,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Vlkova,è.p.,822,37,,13000,740928,29,1043666,45,10.07.2017,Vlkova 822/37~Žižkov~13000 Praha 3,3005
21775362,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Lipanská,è.p.,826,5,,13000,740602,22,1043721,22,10.07.2017,Lipanská 826/5~Žižkov~13000 Praha 3,3005
21775371,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Seifertova,è.p.,826,50,,13000,740604,91,1043707,3,10.07.2017,Seifertova 826/50~Žižkov~13000 Praha 3,3005
21775486,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Seifertova,è.p.,836,46,,13000,740637,92,1043696,5,10.07.2017,Seifertova 836/46~Žižkov~13000 Praha 3,3005
21775516,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Seifertova,è.p.,840,48,,13000,740620,6,1043702,17,10.07.2017,Seifertova 840/48~Žižkov~13000 Praha 3,3005
21775524,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Vlkova,è.p.,841,46,,13000,740861,63,1043671,63,10.07.2017,Vlkova 841/46~Žižkov~13000 Praha 3,3005
21776008,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Vlkova,è.p.,894,38,,13000,740953,29,1043690,88,10.07.2017,Vlkova 894/38~Žižkov~13000 Praha 3,3005
21776059,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Sladkovského námìstí,è.p.,900,8,,13000,740799,13,1043696,91,10.07.2017,Sladkovského námìstí 900/8~Žižkov~13000 Praha 3,3005
21776067,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Vlkova,è.p.,900,48,,13000,740843,81,1043668,18,10.07.2017,Vlkova 900/48~Žižkov~13000 Praha 3,3005
21776121,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Pøibyslavská,è.p.,907,8,,13000,740977,86,1043624,79,11.07.2017,Pøibyslavská 907/8~Žižkov~13000 Praha 3,3005
21776229,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Krásova,è.p.,914,26,,13000,741042,23,1043597,2,10.07.2017,Krásova 914/26~Žižkov~13000 Praha 3,3005
21776288,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Pøibyslavská,è.p.,922,6,,13000,740977,1043637,72,10.07.2017,Pøibyslavská 922/6~Žižkov~13000 Praha 3,3005,
21776661,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Krásova,è.p.,957,24,,13000,741041,65,1043612,14,10.07.2017,Krásova 957/24~Žižkov~13000 Praha 3,3005
21777209,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Krásova,è.p.,1010,22,,13000,741041,36,1043625,65,10.07.2017,Krásova 1010/22~Žižkov~13000 Praha 3,3005
21777217,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Krásova,è.p.,1011,20,,13000,741040,5,1043640,3,10.07.2017,Krásova 1011/20~Žižkov~13000 Praha 3,3005
21777225,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Pøibyslavská,è.p.,1012,5,,13000,740996,54,1043625,7,10.07.2017,Pøibyslavská 1012/5~Žižkov~13000 Praha 3,3005
21777250,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Vlkova,è.p.,1017,32,,13000,740992,51,1043698,92,10.07.2017,Vlkova 1017/32~Žižkov~13000 Praha 3,3005
21777535,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Krásova,è.p.,1042,28,,13000,741043,38,1043573,93,10.07.2017,Krásova 1042/28~Žižkov~13000 Praha 3,3005
21777543,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Seifertova,è.p.,1042,14,,13000,741032,3,1043567,6,10.07.2017,Seifertova 1042/14~Žižkov~13000 Praha 3,3005
21777993,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Pøibyslavská,è.p.,1080,7,,13000,740996,82,1043608,7,10.07.2017,Pøibyslavská 1080/7~Žižkov~13000 Praha 3,3005
21779597,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Pøibyslavská,è.p.,1223,3,,13000,740995,1,1043639,15,10.07.2017,Pøibyslavská 1223/3~Žižkov~13000 Praha 3,3005
21783268,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Pøibyslavská,è.p.,1527,9,,13000,740997,97,1043588,29,10.07.2017,Pøibyslavská 1527/9~Žižkov~13000 Praha 3,3005
21783276,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Seifertova,è.p.,1527,16,,13000,741008,18,1043575,8,10.07.2017,Seifertova 1527/16~Žižkov~13000 Praha 3,3005
21767360,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Kubelíkova,è.p.,25,9,,13000,741083,73,1043895,61,22.06.2017,Kubelíkova 25/9~Žižkov~13000 Praha 3,3006
21767467,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Kubelíkova,è.p.,35,5,,13000,741118,51,1043904,39,10.07.2017,Kubelíkova 35/5~Žižkov~13000 Praha 3,3006
21771189,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Víta Nejedlého,è.p.,445,17,,13000,740900,15,1043705,1,10.07.2017,Víta Nejedlého 445/17~Žižkov~13000 Praha 3,3006
21771847,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Víta Nejedlého,è.p.,506,11,,13000,740896,98,1043748,61,10.07.2017,Víta Nejedlého 506/11~Žižkov~13000 Praha 3,3006
22771115,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Boøivojova,è.p.,506,82,,13000,740902,9,1043758,17,10.07.2017,Boøivojova 506/82~Žižkov~13000 Praha 3,3006
21771871,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Víta Nejedlého,è.p.,509,15,,13000,740899,86,1043715,98,10.07.2017,Víta Nejedlého 509/15~Žižkov~13000 Praha 3,3006
21771880,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Víta Nejedlého,è.p.,510,13,,13000,740898,42,1043729,84,10.07.2017,Víta Nejedlého 510/13~Žižkov~13000 Praha 3,3006
21773599,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Víta Nejedlého,è.p.,665,20,,13000,740883,12,1043699,24,10.07.2017,Víta Nejedlého 665/20~Žižkov~13000 Praha 3,3006
21773602,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Víta Nejedlého,è.p.,666,18,,13000,740881,96,1043712,52,10.07.2017,Víta Nejedlého 666/18~Žižkov~13000 Praha 3,3006
21773807,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Boøivojova,è.p.,685,81,,13000,740950,85,1043786,2,10.07.2017,Boøivojova 685/81~Žižkov~13000 Praha 3,3006
21773815,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Boøivojova,è.p.,687,90,,13000,740969,42,1043772,2,10.07.2017,Boøivojova 687/90~Žižkov~13000 Praha 3,3006
21773823,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Boøivojova,è.p.,688,88,,13000,740954,22,1043769,31,10.07.2017,Boøivojova 688/88~Žižkov~13000 Praha 3,3006
21773831,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Boøivojova,è.p.,689,86,,13000,740939,3,1043765,6,10.07.2017,Boøivojova 689/86~Žižkov~13000 Praha 3,3006
21773912,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Boøivojova,è.p.,695,87,,13000,741007,92,1043797,68,10.07.2017,Boøivojova 695/87~Žižkov~13000 Praha 3,3006
21773921,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Krásova,è.p.,695,8,,13000,741014,16,1043807,47,10.07.2017,Krásova 695/8~Žižkov~13000 Praha 3,3006
21773955,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Kubelíkova,è.p.,697,13,,13000,741052,32,1043887,5,10.07.2017,Kubelíkova 697/13~Žižkov~13000 Praha 3,3006
21773963,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Kubelíkova,è.p.,698,15,,13000,741040,84,1043884,8,10.07.2017,Kubelíkova 698/15~Žižkov~13000 Praha 3,3006
21774013,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Krásova,è.p.,701,3,,13000,741022,27,1043858,8,10.07.2017,Krásova 701/3~Žižkov~13000 Praha 3,3006
21774048,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Boøivojova,è.p.,704,96,,13000,741011,97,1043781,47,10.07.2017,Boøivojova 704/96~Žižkov~13000 Praha 3,3006
21774056,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Krásova,è.p.,704,10,,13000,741020,75,1043776,7,10.07.2017,Krásova 704/10~Žižkov~13000 Praha 3,3006
21774072,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Krásova,è.p.,706,5,,13000,741025,31,1043843,6,10.07.2017,Krásova 706/5~Žižkov~13000 Praha 3,3006
21774188,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Boøivojova,è.p.,718,84,,13000,740921,47,1043761,89,10.07.2017,Boøivojova 718/84~Žižkov~13000 Praha 3,3006
21774307,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Víta Nejedlého,è.p.,731,16,,13000,740880,81,1043724,35,10.07.2017,Víta Nejedlého 731/16~Žižkov~13000 Praha 3,3006
21774315,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Krásova,è.p.,732,19,,13000,741048,1,1043732,51,10.07.2017,Krásova 732/19~Žižkov~13000 Praha 3,3006
21774366,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Krásova,è.p.,737,15,,13000,741044,39,1043753,44,10.07.2017,Krásova 737/15~Žižkov~13000 Praha 3,3006
21774455,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Boøivojova,è.p.,745,85,,13000,740986,3,1043792,95,10.07.2017,Boøivojova 745/85~Žižkov~13000 Praha 3,3006
21774471,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Krásova,è.p.,747,13,,13000,741041,35,1043767,29,10.07.2017,Krásova 747/13~Žižkov~13000 Praha 3,3006
21774498,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Krásova,è.p.,749,17,,13000,741046,7,1043743,99,10.07.2017,Krásova 749/17~Žižkov~13000 Praha 3,3006
21774552,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Boøivojova,è.p.,755,94,,13000,740998,46,1043778,43,10.07.2017,Boøivojova 755/94~Žižkov~13000 Praha 3,3006
21774641,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Krásova,è.p.,764,14,,13000,741028,18,1043738,25,10.07.2017,Krásova 764/14~Žižkov~13000 Praha 3,3006
21774650,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Boøivojova,è.p.,765,92,,13000,740986,3,1043775,73,10.07.2017,Boøivojova 765/92~Žižkov~13000 Praha 3,3006
21774871,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Boøivojova,è.p.,783,83,,13000,740966,4,1043789,58,10.07.2017,Boøivojova 783/83~Žižkov~13000 Praha 3,3006
21774897,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Boøivojova,è.p.,785,79,,13000,740934,64,1043782,48,10.07.2017,Boøivojova 785/79~Žižkov~13000 Praha 3,3006
21775036,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Krásova,è.p.,798,12,,13000,741025,14,1043755,47,10.07.2017,Krásova 798/12~Žižkov~13000 Praha 3,3006
21775427,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Boøivojova,è.p.,831,75,,13000,740905,6,1043776,41,10.07.2017,Boøivojova 831/75~Žižkov~13000 Praha 3,3006
22771077,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Víta Nejedlého,è.p.,831,9,,13000,740899,86,1043786,43,10.07.2017,Víta Nejedlého 831/9~Žižkov~13000 Praha 3,3006
21775435,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Boøivojova,è.p.,832,77,,13000,740920,79,1043779,45,10.07.2017,Boøivojova 832/77~Žižkov~13000 Praha 3,3006
21775656,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Víta Nejedlého,è.p.,859,10,,13000,740882,54,1043791,62,10.07.2017,Víta Nejedlého 859/10~Žižkov~13000 Praha 3,3006
21775664,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Víta Nejedlého,è.p.,860,8,,13000,740886,1,1043802,59,10.07.2017,Víta Nejedlého 860/8~Žižkov~13000 Praha 3,3006
21775745,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Víta Nejedlého,è.p.,868,5,,13000,740907,66,1043814,43,10.07.2017,Víta Nejedlého 868/5~Žižkov~13000 Praha 3,3006
21775753,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Víta Nejedlého,è.p.,869,7,,13000,740904,77,1043803,17,10.07.2017,Víta Nejedlého 869/7~Žižkov~13000 Praha 3,3006
21776342,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Boøivojova,è.p.,928,80,,13000,740871,49,1043751,42,10.07.2017,Boøivojova 928/80~Žižkov~13000 Praha 3,3006
21776351,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Víta Nejedlého,è.p.,928,14,,13000,740879,65,1043744,27,10.07.2017,Víta Nejedlého 928/14~Žižkov~13000 Praha 3,3006
21776865,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Kubelíkova,è.p.,976,3,,13000,741135,39,1043908,1,10.07.2017,Kubelíkova 976/3~Žižkov~13000 Praha 3,3006
21777161,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Víta Nejedlého,è.p.,1006,6,,13000,740889,76,1043815,3,10.07.2017,Víta Nejedlého 1006/6~Žižkov~13000 Praha 3,3006
21777233,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Krásova,è.p.,1013,6,,13000,741010,45,1043825,37,10.07.2017,Krásova 1013/6~Žižkov~13000 Praha 3,3006
21777365,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Boøivojova,è.p.,1027,89,,13000,741041,68,1043805,11,10.07.2017,Boøivojova 1027/89~Žižkov~13000 Praha 3,3006
21777373,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Krásova,è.p.,1027,9,,13000,741032,6,1043811,86,10.07.2017,Krásova 1027/9~Žižkov~13000 Praha 3,3006
21777381,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Víta Nejedlého,è.p.,1028,4,,13000,740892,65,1043826,27,10.07.2017,Víta Nejedlého 1028/4~Žižkov~13000 Praha 3,3006
21779082,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Kubelíkova,è.p.,1170,11,,13000,741066,5,1043890,88,10.07.2017,Kubelíkova 1170/11~Žižkov~13000 Praha 3,3006
21779520,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Kubelíkova,è.p.,1217,7,,13000,741102,3,1043900,10.07.2017,Kubelíkova 1217/7~Žižkov~13000 Praha 3,3006,
21782555,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Krásova,è.p.,1477,1,,13000,741018,89,1043872,98,10.07.2017,Krásova 1477/1~Žižkov~13000 Praha 3,3006
21782563,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Kubelíkova,è.p.,1477,17,,13000,741026,66,1043881,9,10.07.2017,Kubelíkova 1477/17~Žižkov~13000 Praha 3,3006
21782776,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Kubelíkova,è.p.,1494,18,,13000,740988,5,1043895,61,10.07.2017,Kubelíkova 1494/18~Žižkov~13000 Praha 3,3006
21782946,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Krásova,è.p.,1508,7,,13000,741028,35,1043829,76,10.07.2017,Krásova 1508/7~Žižkov~13000 Praha 3,3006
21783501,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Víta Nejedlého,è.p.,1547,3,,13000,740911,99,1043827,71,10.07.2017,Víta Nejedlého 1547/3~Žižkov~13000 Praha 3,3006
21783519,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Kubelíkova,è.p.,1548,27,,13000,740927,38,1043856,1,10.07.2017,Kubelíkova 1548/27~Žižkov~13000 Praha 3,3006
22771085,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Víta Nejedlého,è.p.,1548,1,,13000,740917,19,1043844,74,10.07.2017,Víta Nejedlého 1548/1~Žižkov~13000 Praha 3,3006
21783951,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Kubelíkova,è.p.,1583,2,,13000,741152,88,1043936,64,10.07.2017,Kubelíkova 1583/2~Žižkov~13000 Praha 3,3006
21784141,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Kubelíkova,è.p.,1598,10,,13000,741090,31,1043921,27,10.07.2017,Kubelíkova 1598/10~Žižkov~13000 Praha 3,3006
21784272,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Kubelíkova,è.p.,1606,12,,13000,741073,9,1043917,22,10.07.2017,Kubelíkova 1606/12~Žižkov~13000 Praha 3,3006
21784931,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Kubelíkova,è.p.,1655,8,,13000,741109,22,1043926,34,10.07.2017,Kubelíkova 1655/8~Žižkov~13000 Praha 3,3006
21784949,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Kubelíkova,è.p.,1656,6,,13000,741126,78,1043930,5,10.07.2017,Kubelíkova 1656/6~Žižkov~13000 Praha 3,3006
21786534,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Kubelíkova,è.p.,1778,25,,13000,740946,96,1043861,16,10.07.2017,Kubelíkova 1778/25~Žižkov~13000 Praha 3,3006
21786542,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Kubelíkova,è.p.,1779,23,,13000,740959,46,1043864,2,10.07.2017,Kubelíkova 1779/23~Žižkov~13000 Praha 3,3006
21786551,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Kubelíkova,è.p.,1780,21,,13000,740974,99,1043868,26,10.07.2017,Kubelíkova 1780/21~Žižkov~13000 Praha 3,3006
21787204,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Krásova,è.p.,1834,2,,13000,741002,1,1043867,92,10.07.2017,Krásova 1834/2~Žižkov~13000 Praha 3,3006
21787212,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Kubelíkova,è.p.,1834,19,,13000,740991,54,1043871,97,10.07.2017,Kubelíkova 1834/19~Žižkov~13000 Praha 3,3006
21787328,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Krásova,è.p.,1841,4,,13000,741006,6,1043845,97,10.07.2017,Krásova 1841/4~Žižkov~13000 Praha 3,3006
22718460,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Vlkova,è.p.,2717,40,,13000,740931,5,1043717,39,10.07.2017,Vlkova 2717/40~Žižkov~13000 Praha 3,3006
22720316,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Vlkova,è.p.,2725,34,,13000,740975,49,1043718,58,10.07.2017,Vlkova 2725/34~Žižkov~13000 Praha 3,3006
22723633,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Kubelíkova,è.p.,2730,4,,13000,741139,79,1043936,33,10.07.2017,Kubelíkova 2730/4~Žižkov~13000 Praha 3,3006
40224422,554782,Praha,Praha 3,Praha 3,490261,Žižkov,,è.ev.,9998,,,13000,740981,77,1043837,53,22.01.2015,Žižkov è.ev. 9998~13000 Praha 3,3006
40224431,554782,Praha,Praha 3,Praha 3,490261,Žižkov,,è.ev.,9999,,,13000,740968,43,1043833,8,22.01.2015,Žižkov è.ev. 9999~13000 Praha 3,3006
21770689,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Boøivojova,è.p.,390,59,,13000,740733,4,1043739,26,10.07.2017,Boøivojova 390/59~Žižkov~13000 Praha 3,3007
21770697,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Èajkovského,è.p.,390,33,,13000,740723,61,1043750,34,10.07.2017,Èajkovského 390/33~Žižkov~13000 Praha 3,3007
21771651,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Boøivojova,è.p.,489,62,,13000,740763,77,1043728,12,10.07.2017,Boøivojova 489/62~Žižkov~13000 Praha 3,3007
21771669,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Èajkovského,è.p.,490,38,,13000,740728,99,1043688,4,10.07.2017,Èajkovského 490/38~Žižkov~13000 Praha 3,3007
21771693,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Boøivojova,è.p.,491,61,,13000,740749,25,1043742,3,10.07.2017,Boøivojova 491/61~Žižkov~13000 Praha 3,3007
21771707,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Boøivojova,è.p.,492,60,,13000,740743,85,1043724,4,10.07.2017,Boøivojova 492/60~Žižkov~13000 Praha 3,3007
21771715,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Èajkovského,è.p.,492,35,,13000,740737,85,1043712,6,10.07.2017,Èajkovského 492/35~Žižkov~13000 Praha 3,3007
21772011,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Boøivojova,è.p.,521,64,,13000,740777,95,1043731,49,10.07.2017,Boøivojova 521/64~Žižkov~13000 Praha 3,3007
21773637,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Èajkovského,è.p.,669,36,,13000,740721,15,1043705,45,10.07.2017,Èajkovského 669/36~Žižkov~13000 Praha 3,3007
21774421,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Boøivojova,è.p.,742,78,,13000,740857,65,1043748,72,10.07.2017,Boøivojova 742/78~Žižkov~13000 Praha 3,3007
21774439,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Boøivojova,è.p.,743,76,,13000,740846,84,1043746,35,10.07.2017,Boøivojova 743/76~Žižkov~13000 Praha 3,3007
21774447,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Boøivojova,è.p.,744,74,,13000,740833,67,1043742,98,10.07.2017,Boøivojova 744/74~Žižkov~13000 Praha 3,3007
21774480,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Boøivojova,è.p.,748,73,,13000,740869,13,1043768,64,10.07.2017,Boøivojova 748/73~Žižkov~13000 Praha 3,3007
22771107,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Víta Nejedlého,è.p.,748,12,,13000,740877,34,1043776,32,10.07.2017,Víta Nejedlého 748/12~Žižkov~13000 Praha 3,3007
21774676,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Boøivojova,è.p.,767,72,,13000,740821,52,1043740,95,10.07.2017,Boøivojova 767/72~Žižkov~13000 Praha 3,3007
21774684,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Boøivojova,è.p.,768,70,,13000,740811,38,1043738,25,10.07.2017,Boøivojova 768/70~Žižkov~13000 Praha 3,3007
21774692,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Boøivojova,è.p.,769,68,,13000,740800,58,1043736,56,10.07.2017,Boøivojova 769/68~Žižkov~13000 Praha 3,3007
21774706,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Boøivojova,è.p.,770,66,,13000,740791,12,1043734,2,10.07.2017,Boøivojova 770/66~Žižkov~13000 Praha 3,3007
21774757,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Boøivojova,è.p.,774,65,,13000,740779,98,1043749,39,10.07.2017,Boøivojova 774/65~Žižkov~13000 Praha 3,3007
21775460,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Boøivojova,è.p.,834,71,,13000,740852,24,1043764,59,10.07.2017,Boøivojova 834/71~Žižkov~13000 Praha 3,3007
21776041,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Èajkovského,è.p.,900,37,,13000,740745,1,1043698,63,10.07.2017,Èajkovského 900/37~Žižkov~13000 Praha 3,3007
