CITY,STREET,ZIP CODE,CO,HLASY,PERCENT
Praha,Příběnická,13000,3001,2604,26.326963906581742
Praha,Seifertova,13000,3001,2604,26.326963906581742
Praha,U Rajské zahrady,13000,3001,2604,26.326963906581742
Praha,Vlkova,13000,3001,2604,26.326963906581742
Praha,Italská,13000,3001,2604,26.326963906581742
Praha,Vozová,13000,3001,2604,26.326963906581742
Praha,Krásova,13000,3001,2604,26.326963906581742
Praha,Bořivojova,13000,3001,2604,26.326963906581742
Praha,Husinecká,13000,3001,2604,26.326963906581742
Praha,Ježkova,13000,3001,2604,26.326963906581742
Praha,Řehořova,13000,3001,2604,26.326963906581742
Praha,Kubelíkova,13000,3001,2604,26.326963906581742
Praha,náměstí Winstona Churchilla,13000,3001,2604,26.326963906581742
Praha,Siwiecova,13000,3001,2604,26.326963906581742
Praha,Orebitská,13000,3002,2451,25.223834516826184
Praha,Kostnické náměstí,13000,3002,2451,25.223834516826184
Praha,Trocnovská,13000,3003,1843,27.53211831490887
Praha,Husitská,13000,3003,1843,27.53211831490887
Praha,Pernerova,18600,3003,1843,27.53211831490887
Praha,Prvního pluku,13000,3003,1843,27.53211831490887
Praha,Jeronýmova,13000,3003,1843,27.53211831490887
Praha,U božích bojovníků,13000,3003,1843,27.53211831490887
Praha,Pod Vítkovem,13000,3003,1843,27.53211831490887
Praha,U památníku,13000,3003,1843,27.53211831490887
Praha,Cimburkova,13000,3003,1843,27.53211831490887
Praha,Milíčova,13000,3004,1787,25.43410190720182
Praha,Dalimilova,13000,3004,1787,25.43410190720182
Praha,Štítného,13000,3004,1787,25.43410190720182
Praha,Chlumova,13000,3004,1787,25.43410190720182
Praha,Prokopovo náměstí,13000,3004,1787,25.43410190720182
Praha,Sladkovského náměstí,13000,3004,1787,25.43410190720182
Praha,Prokopova,13000,3004,1787,25.43410190720182
Praha,Blahníkova,13000,3004,1787,25.43410190720182
Praha,Přibyslavská,13000,3005,1941,27.242105263157896
Praha,Víta Nejedlého,13000,3005,1941,27.242105263157896
Praha,Lipanská,13000,3005,1941,27.242105263157896
Praha,,13000,3006,2472,24.682975536694958
Praha,Čajkovského,13000,3007,2951,32.10749646393211
Praha,Chvalova,13000,3007,2951,32.10749646393211
Praha,Fibichova,13000,3007,2951,32.10749646393211
Praha,Slavíkova,13000,3008,4151,29.11143838978891
Praha,Zvonařova,13000,3008,4151,29.11143838978891
